Idade;Faixa idade;Gênero;Cor/raca/etnia;Estado onde mora;Região onde Mora;Nível de Ensino;Área de Formação;Qual sua situação atual de trabalho?;Cargo Atual;Faixa salarial;Quanto tempo de experiência na área de dados você tem?;Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?
24;22-24;Masculino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Outra opção;Empreendedor ou Empregado (CNPJ);Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO);de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24;22-24;Feminino;Branca;São Paulo (SP);Sudeste;Estudante de Graduação;Outras Engenharias;Estagiário;Outra Opção;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
35;35-39;Masculino;Parda;São Paulo (SP);Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 12.001/mês a R$ 16.000/mês;de 7 a 10 anos;de 3 a 4 anos
26;25-29;Masculino;Parda;Ceará (CE);Nordeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Analytics Engineer;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25;25-29;Masculino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Analytics Engineer;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28;25-29;Masculino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 20.001/mês a R$ 25.000/mês;de 7 a 10 anos;de 1 a 2 anos
19;17-21;Masculino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Outra opção;Empregado (CLT);Analista de BI/BI Analyst;de R$ 3.001/mês a R$ 4.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28;25-29;Feminino;Parda;Minas Gerais (MG);Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Desempregado, buscando recolocação;;;;
42;40-44;Feminino;Branca;São Paulo (SP);Sudeste;Doutorado ou Phd;Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 8.001/mês a R$ 12.000/mês;Mais de 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
45;45-49;Masculino;Branca;Santa Catarina (SC);Sul;Pós-graduação;Outras Engenharias;Servidor Público;Outra Opção;de R$ 4.001/mês a R$ 6.000/mês;Não tenho experiência na área de dados;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30;30-34;Masculino;Branca;São Paulo (SP);Sudeste;Mestrado;Outras Engenharias;Empreendedor ou Empregado (CNPJ);;de R$ 20.001/mês a R$ 25.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28;25-29;Masculino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Menos de 1 ano
25;25-29;Masculino;Parda;Minas Gerais (MG);Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Outra Opção;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;de 1 a 2 anos
26;25-29;Masculino;Branca;Santa Catarina (SC);Sul;Graduação/Bacharelado;Outra opção;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 4.001/mês a R$ 6.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29;25-29;Feminino;Branca;Paraná (PR);Sul;Mestrado;Outras Engenharias;Empreendedor ou Empregado (CNPJ);;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;de 5 a 6 anos
24;22-24;Feminino;Parda;São Paulo (SP);Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Analytics Engineer;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Menos de 1 ano
32;30-34;Masculino;Preta;São Paulo (SP);Sudeste;Estudante de Graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Analista de Negócios/Business Analyst;de R$ 8.001/mês a R$ 12.000/mês;de 4 a 6 anos;de 1 a 2 anos
41;40-44;Feminino;Parda;Paraná (PR);Sul;Pós-graduação;Química / Física;Empregado (CLT);Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO);de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Menos de 1 ano
33;30-34;Masculino;Branca;Minas Gerais (MG);Sudeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empreendedor ou Empregado (CNPJ);;de R$ 16.001/mês a R$ 20.000/mês;Mais de 10 anos;Menos de 1 ano
37;35-39;Masculino;Branca;Rio Grande do Sul (RS);Sul;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;de 7 a 10 anos
31;30-34;Feminino;Branca;Rio Grande do Sul (RS);Sul;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26;25-29;Feminino;Branca;Espírito Santo (ES);Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30;30-34;Feminino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;de 1 a 2 anos
31;30-34;Masculino;Parda;Paraná (PR);Sul;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;de 5 a 6 anos
26;25-29;Masculino;Branca;Paraná (PR);Sul;Estudante de Graduação;Outra opção;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26;25-29;Feminino;Parda;Piauí (PI);Nordeste;Estudante de Graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Estagiário;Estatístico;de R$ 1.001/mês a R$ 2.000/mês;de 1 a 2 anos;Menos de 1 ano
50;50-54;Masculino;Branca;Minas Gerais (MG);Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);;Acima de R$ 40.001/mês;Mais de 10 anos;Mais de 10 anos
36;35-39;Masculino;Parda;São Paulo (SP);Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 16.001/mês a R$ 20.000/mês;de 5 a 6 anos;Mais de 10 anos
32;30-34;Masculino;Branca;Espírito Santo (ES);Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
50;50-54;Feminino;Parda;Minas Gerais (MG);Sudeste;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Desempregado, buscando recolocação;;;;
28;25-29;Masculino;Branca;São Paulo (SP);Sudeste;Não tenho graduação formal;;Empregado (CLT);;de R$ 16.001/mês a R$ 20.000/mês;de 7 a 10 anos;de 7 a 10 anos
29;25-29;Masculino;Preta;Espírito Santo (ES);Sudeste;Mestrado;Outras Engenharias;Empregado (CLT);;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38;35-39;Masculino;Parda;São Paulo (SP);Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Analista de BI/BI Analyst;de R$ 25.001/mês a R$ 30.000/mês;Mais de 10 anos;de 1 a 2 anos
42;40-44;Feminino;Branca;São Paulo (SP);Sudeste;Pós-graduação;Outra opção;Empregado (CLT);Outra Opção;de R$ 12.001/mês a R$ 16.000/mês;de 5 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30;30-34;Masculino;Preta;Rio de Janeiro (RJ);Sudeste;Pós-graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Analista de Suporte/Analista Técnico;de R$ 4.001/mês a R$ 6.000/mês;de 5 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25;25-29;Masculino;Branca;Rio Grande do Sul (RS);Sul;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Somente Estudante (graduação);;;;
24;22-24;Masculino;Branca;Minas Gerais (MG);Sudeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Analista de BI/BI Analyst;de R$ 1.001/mês a R$ 2.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27;25-29;Masculino;Branca;Paraná (PR);Sul;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 12.001/mês a R$ 16.000/mês;de 3 a 4 anos;de 3 a 4 anos
28;25-29;Masculino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Analista de BI/BI Analyst;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;de 1 a 2 anos
35;35-39;Masculino;Parda;Rio de Janeiro (RJ);Sudeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empreendedor ou Empregado (CNPJ);Outra Opção;de R$ 1.001/mês a R$ 2.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27;25-29;Feminino;Parda;Paraná (PR);Sul;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;de 1 a 2 anos
29;25-29;Masculino;Branca;Paraíba (PB);Nordeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Menos de 1 ano
26;25-29;Masculino;Branca;Rio Grande do Sul (RS);Sul;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Analista de BI/BI Analyst;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
42;40-44;Masculino;Parda;São Paulo (SP);Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);;de R$ 16.001/mês a R$ 20.000/mês;Não tenho experiência na área de dados;de 5 a 6 anos
41;40-44;Masculino;Branca;São Paulo (SP);Sudeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empreendedor ou Empregado (CNPJ);;de R$ 30.001/mês a R$ 40.000/mês;Mais de 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38;35-39;Masculino;Amarela;São Paulo (SP);Sudeste;Mestrado;Outras Engenharias;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29;25-29;Masculino;Parda;São Paulo (SP);Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Analista de BI/BI Analyst;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;de 5 a 6 anos
27;25-29;Feminino;Preta;São Paulo (SP);Sudeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Estagiário;Analista de BI/BI Analyst;de R$ 1.001/mês a R$ 2.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25;25-29;Masculino;Parda;Espírito Santo (ES);Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Menos de 1 ano
43;40-44;Masculino;Branca;Rio Grande do Sul (RS);Sul;Pós-graduação;Outras Engenharias;Servidor Público;Outra Opção;de R$ 4.001/mês a R$ 6.000/mês;Mais de 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26;25-29;Masculino;Branca;São Paulo (SP);Sudeste;Estudante de Graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25;25-29;Masculino;Branca;Ceará (CE);Nordeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Estagiário;Cientista de Dados/Data Scientist;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;de 3 a 4 anos
31;30-34;Masculino;Branca;São Paulo (SP);Sudeste;Pós-graduação;Outra opção;Empregado (CLT);Analista de BI/BI Analyst;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27;25-29;Masculino;Amarela;São Paulo (SP);Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28;25-29;Masculino;Branca;São Paulo (SP);Sudeste;Estudante de Graduação;Marketing / Publicidade / Comunicação / Jornalismo;Empregado (CLT);Analista de Negócios/Business Analyst;de R$ 3.001/mês a R$ 4.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25;25-29;Masculino;Branca;Paraná (PR);Sul;Graduação/Bacharelado;Outras Engenharias;Desempregado, buscando recolocação;;;;
28;25-29;Masculino;Branca;Ceará (CE);Nordeste;Pós-graduação;Outras Engenharias;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 20.001/mês a R$ 25.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31;30-34;Feminino;Branca;Rio de Janeiro (RJ);Sudeste;Pós-graduação;Marketing / Publicidade / Comunicação / Jornalismo;Empregado (CLT);;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
22;22-24;Masculino;Branca;São Paulo (SP);Sudeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26;25-29;Masculino;Branca;Paraná (PR);Sul;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Somente Estudante (pós-graduação);;;;
30;30-34;Masculino;Preta;São Paulo (SP);Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Analytics Engineer;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;de 5 a 6 anos
23;22-24;Masculino;Parda;São Paulo (SP);Sudeste;Pós-graduação;Ciências Sociais;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Analista de Dados/Data Analyst;de R$ 16.001/mês a R$ 20.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38;35-39;Masculino;Preta;Minas Gerais (MG);Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 6.001/mês a R$ 8.000/mês;de 5 a 6 anos;Menos de 1 ano
35;35-39;Masculino;Parda;Bahia (BA);Nordeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 12.001/mês a R$ 16.000/mês;de 5 a 6 anos;de 1 a 2 anos
27;25-29;Feminino;Preta;Minas Gerais (MG);Sudeste;Pós-graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29;25-29;Masculino;Preta;Piauí (PI);Nordeste;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Desempregado, buscando recolocação;;;;
43;40-44;Masculino;Parda;Mato Grosso do Sul (MS);Centro-oeste;Mestrado;Outras Engenharias;Servidor Público;Outras Engenharias (não inclui dev);de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;de 7 a 10 anos
29;25-29;Masculino;Branca;Rio de Janeiro (RJ);Sudeste;Mestrado;Outras Engenharias;Servidor Público;Outras Engenharias (não inclui dev);de R$ 8.001/mês a R$ 12.000/mês;Não tenho experiência na área de dados;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
23;22-24;Masculino;Preta;Alagoas (AL);Nordeste;Não tenho graduação formal;;Empreendedor ou Empregado (CNPJ);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 3.001/mês a R$ 4.000/mês;de 1 a 2 anos;Menos de 1 ano
26;25-29;Masculino;Branca;São Paulo (SP);Sudeste;Pós-graduação;Marketing / Publicidade / Comunicação / Jornalismo;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
39;35-39;Masculino;Branca;Espírito Santo (ES);Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 8.001/mês a R$ 12.000/mês;de 5 a 6 anos;Mais de 10 anos
33;30-34;Masculino;Branca;Santa Catarina (SC);Sul;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Analista de Negócios/Business Analyst;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;de 1 a 2 anos
